sku_id,brand,name,image_1,image_2,price,apparel,occasion,dress_code,url,,,,,,,,,,
114,Banana Republic,rib-trim v-neck tee,BR49.jpg,BR50.jpg,59.5,top,casual friday,"smart casual, tech casual",http://bananarepublic.gap.com/browse/product.do?cid=67593&vid=1&pid=183975002,,,,,,,,,,
117,Lululemon,&Go City Trek Trouser,LL01.jpg,LL02.jpg,148,pant,day to day,tech casual,http://shop.lululemon.com/products/clothes-accessories/athletic-pants/City-Trek-Trouser?cc=8903&skuId=3641473&catId=athletic-pants,,,,,,,,,,
118,Lululemon,Studio Pant III,LL03.jpg,LL04.jpg,118,pant,day to day,tech casual,http://shop.lululemon.com/products/clothes-accessories/athletic-pants/Dance-Studio-Pant-III-R?cc=9354&skuId=3657378&catId=athletic-pants,,,,,,,,,,
119,Lululemon,STREET TO STUDIO PANT II,LL05.jpg,LL06.jpg,98,pant,day to day,tech casual,http://shop.lululemon.com/products/clothes-accessories/athletic-pants/Street-To-Studio-Pant-II-UL?cc=23188&skuId=3657018&catId=athletic-pants,,,,,,,,,,
120,Lululemon,Picnic play dress,LL07.jpg,LL08.jpg,118,dress,day to day,tech casual,http://shop.lululemon.com/products/clothes-accessories/skirts-and-dresses-dresses/Picnic-Play-Dress?cc=19342&skuId=3618179&catId=skirts-and-dresses-dresses,,,,,,,,,,
121,Lululemon,what the sport tee,LL09.jpg,LL10.jpg,58,top,day to day,tech casual,http://shop.lululemon.com/products/clothes-accessories/tops-short-sleeve/What-The-Sport-Tee?cc=20538&skuId=3662475&catId=tops-short-sleeve,,,,,,,,,,
122,Lululemon,Swiftly tech long sleeve crew,LL11.jpg,LL12.jpg,68,top,day to day,tech casual,http://shop.lululemon.com/products/clothes-accessories/tops-long-sleeve/Run-Swiftly-Long-Sleeve-Crew?cc=23403&skuId=3662419&catId=tops-long-sleeve,,,,,,,,,,
123,Lululemon,let be long sleeve tee,LL13.jpg,LL14.jpg,68,top,day to day,tech casual,http://shop.lululemon.com/products/clothes-accessories/to-and-from-tops/Let-Be-LS-Tee?cc=0001,,,,,,,,,,
124,Lululemon,Define jacket,LL15.jpg,LL16.jpg,118,jacket,day to day,tech casual,http://shop.lululemon.com/products/clothes-accessories/jackets-and-hoodies-jackets/Define-Jacket?cc=22921&skuId=3646276&catId=jackets-and-hoodies-jackets,,,,,,,,,,
125,Lululemon,Swifty tech short sleeve crew,LL17.jpg,LL18.jpg,58,top,day to day,tech casual,http://shop.lululemon.com/products/clothes-accessories/tops-short-sleeve/Run-Swiftly-Tech-Short-Sleeve-Crew?cc=16957&skuId=3586446&catId=ustopsshortsleeve,,,,,,,,,,
126,Lululemon,Rain on jacket,LL19.jpg,LL20.jpg,198,coat,day to day,tech casual,http://shop.lululemon.com/products/clothes-accessories/jackets-and-hoodies-jackets/Rain-On-Jacket?cc=7525&skuId=3586326&catId=jackets-and-hoodies-jackets,,,,,,,,,,
127,Lululemon,PLEAT TO STREET HOODIE,LL21.jpg,LL22.jpg,128,jacket,day to day,tech casual,http://shop.lululemon.com/products/clothes-accessories/jackets-and-hoodies-hoodies/Pleat-To-Street-Hoodie?cc=13211&skuId=3639229&catId=jackets-and-hoodies-hoodies,,,,,,,,,,
128,Athleta,metro high waisted legging,A01.jpg,A02.jpg,79,pant,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1033641&vid=1&pid=138443012,,,,,,,,,,
129,Athleta,Palisade ankle pant,A03.jpg,A04.jpg,79,pant,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=46800&vid=1&pid=215248012,,,,,,,,,,
130,Athleta,TREKKIE JOGGER,A05.jpg,A06.jpg,89,pant,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=46800&vid=1&pid=438906062,,,,,,,,,,
131,Athleta,ASPIRE ANKLE PANT,A07.jpg,A08.jpg,54.99,pant,day to day,tech casual,http://athleta.gap.com/browse/product.do?pid=983350,,,,,,,,,,
132,Athleta,Criss cross sweatshirt,A09.jpg,A10.jpg,69,sweater,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1005761&vid=1&pid=489051022,,,,,,,,,,
133,Athleta,blissful sharkbite,A11.jpg,A12.jpg,62.99,sweater,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1005761&vid=1&pid=152414012,,,,,,,,,,
134,Athleta,studio split neck hoodie,A13.jpg,A14.jpg,63.99,top,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1005761&vid=1&pid=446175032,,,,,,,,,,
135,Athleta,Palisade pant,A15.jpg,A16.jpg,89,pant,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=46800&vid=1&pid=215758012,,,,,,,,,,
136,Athleta,renew top,A17.jpg,A18.jpg,64,top,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1032083&vid=1&pid=153267022,,,,,,,,,,
137,Athleta,ESSENCE MOONBEAM TOP,A19.jpg,A20.jpg,69,top,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1032083&vid=1&pid=214255002,,,,,,,,,,
138,Athleta,NEWPORT HENLEY TUNIC,A21.jpg,A22.jpg,69,top,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1032083&vid=1&pid=438658072,,,,,,,,,,
139,Athleta,DRIPPITY JACKET,A23.jpg,A24.jpg,128,jacket,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1009206&vid=1&pid=138963082,,,,,,,,,,
140,Athleta,PURE TEE,A25.jpg,A26.jpg,54,top,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1032082&vid=1&pid=438728152,,,,,,,,,,
141,Athleta,BLISSFUL CYA JACKET,A27.jpg,A28.jpg,128,jacket,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1009206&vid=1&pid=203950012,,,,,,,,,,
142,Athleta,MILITARY JACKET 2,A29.jpg,A30.jpg,128,jacket,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1009206&vid=1&pid=165288002,,,,,,,,,,
143,Athleta,CANDID SHIRT DRESS,A31.jpg,A32.jpg,108,dress,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=1017327&vid=1&pid=215134002,,,,,,,,,,
144,Athleta,pura vida midi skirt,A33.jpg,A34.jpg,54,skirt,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=91989&vid=1&pid=489419022,,,,,,,,,,
145,Athleta,RIBBON STRIPES SKIRT,A35.jpg,A36.jpg,59,skirt,day to day,tech casual,http://athleta.gap.com/browse/product.do?cid=91989&vid=1&pid=439481002,,,,,,,,,,
146,Uniqlo,women leggings pants,U01.jpg,U02.jpg,29.9,pant,day to day,tech casual,http://www.uniqlo.com/us/product/women-leggings-pants-163839.html#03~/women/pants-and-leggings/leggings-pants/classic/~,,,,,,,,,,
147,Uniqlo,women leggings pants,U03.jpg,U02.jpg,29.9,pant,day to day,tech casual,http://www.uniqlo.com/us/product/women-leggings-pants-163839.html#57,,,,,,,,,,
148,Uniqlo,women supima cotton v-neck long sleeve t-shirt,U04.jpg,U05.jpg,14.9,top,day to day,tech casual,http://www.uniqlo.com/us/product/women-supima-cotton-v-neck-long-sleeve-t-shirt-163137.html#11~/women/knits-and-tees/long-sleeve/supima-cotton/~,,,,,,,,,,
149,Uniqlo,women supima cotton henley long sleeve t-shirt,U06.jpg,U07.jpg,14.9,top,day to day,tech casual,http://www.uniqlo.com/us/product/women-supima-cotton-henley-long-sleeve-t-shirt-169062.html#00~/women/knits-and-tees/long-sleeve/supima-cotton/~,,,,,,,,,,
150,Uniqlo,women supima cotton CREWNECK 3/4 SLEEVE T-SHIRT,U08.jpg,U09.jpg,14.9,top,day to day,tech casual,http://www.uniqlo.com/us/product/women-supima-cotton-striped-crewneck-3-4-sleeve-t-shirt-163146.html#62,,,,,,,,,,
151,J. Crew,interview dress,JC66.jpg,JC67.jpg,138,"dress, suit","interview, first day, client meeting, big presentation",biz formal,https://www.jcrew.com/womens_category/suiting/dresses/PRDOVR~E8757/E8757.jsp?color_name=navy,,,,,,,,,,
152,Ann Taylor,Ruched long sleeve top,AT71.jpg,AT72.jpg,49.99,top,day to day,"tech casual, smart casual",http://www.anntaylor.com/ruched-long-sleeve-top/396885?skuId=20347284&amp;defaultColor=6465&amp;prodId=396885,,,,,,,,,,
153,Ann Taylor,ALL-SEASON STRETCH ONE BUTTON JACKET,AT73.jpg,AT74.jpg,169,"blazer, suit","interview, first day, client meeting, big presentation",biz formal,http://www.anntaylor.com/all-season-stretch-one-button-jacket/394367?skuId=20310103&defaultColor=6600&colorExplode=false&catid=cata000013,,,,,,,,,,
154,Ann Taylor,shrunken mock neck sweater,AT75.jpg,AT76.jpg,79.5,sweater,day to day,"tech casual, smart casual, biz casual",http://www.anntaylor.com/shrunken-mock-neck-sweater/395826?skuId=20228880&amp;defaultColor=9000&amp;prodId=395826,,,,,,,,,,
155,Banana Republic,CREW SHEATH,BR51.jpg,BR52.jpg,98,dress,"interview, first day, client meeting, big presentation",biz formal,http://bananarepublic.gap.com/browse/product.do?vid=3&pid=181125012,,,,,,,,,,
156,Banana Republic,RUGBY STRIPE PONTE SHEATH,BR54.jpg,BR53.jpg,138,dress,"happy hour, day to day, casual friday","smart casual, biz casual",http://bananarepublic.gap.com/browse/product.do?vid=1&pid=183978002,,,,,,,,,,
157,Zara,Chinos,Z25.jpg,Z26.jpg,49.9,pant,"happy hour, day to day, casual friday","tech casual, smart casual",http://www.zara.com/us/en/woman/trousers/smart/chinos-c401020p3233124.html,,,,,,,,,,
158,Zara,TOP WITH LACE SLEEVES,Z27.jpg,Z28.jpg,69.9,top,"happy hour, day to day, casual friday","tech casual, smart casual",http://www.zara.com/us/en/woman/tops/view-all/top-with-lace-sleeves-c719021p3233097.html,,,,,,,,,,
159,Zara,contrast lace blouse,Z29.jpg,Z30.jpg,39.9,top,"happy hour, day to day, casual friday","tech casual, smart casual",http://www.zara.com/us/en/woman/tops/view-all/contrast-lace-blouse-c719021p3211068.html,,,,,,,,,,
160,Zara,MID-RISE TROUSERS WITH BELT,Z31.jpg,Z32.jpg,39.9,pant,"happy hour, day to day, casual friday","tech casual, smart casual",http://www.zara.com/us/en/woman/trousers/view-all/mid-rise-trousers-with-belt-c719022p3186279.html,,,,,,,,,,
161,Club Monaco,Elasaid Denim Skirt,CM01.jpg,CM02.jpg,229,skirt,"happy hour, day to day, casual friday","tech casual, smart casual",http://www.clubmonaco.com/product/index.jsp?productId=81194476,,,,,,,,,,
162,Club Monaco,Alvina Lace Jacket,CM03.jpg,CM04.jpg,269,jacket,"happy hour, day to day, casual friday","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=81979576,,,,,,,,,,
163,Club Monaco,gerlanda ribbed sweater skirt,CM05.jpg,CM06.jpg,159.5,skirt,"happy hour, day to day, casual friday","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=81194496,,,,,,,,,,
164,Club Monaco,Leopoldina Skirt,CM07.jpg,CM08.jpg,159.5,skirt,"happy hour, day to day, casual friday","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=81194516,,,,,,,,,,
165,Club Monaco,Siouzanna Lace Skirt,CM09.jpg,CM10.jpg,179.5,skirt,"happy hour, day to day, casual friday, client meeting","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=81194536,,,,,,,,,,
166,Club Monaco,Telicia Stripe Merino Sweater,CM11.jpg,CM12.jpg,89.5,sweater,"happy hour, day to day, casual friday, client meeting","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=84561856,,,,,,,,,,
167,Club Monaco,Telicia lace collar sweater,CM13.jpg,CM14.jpg,119.5,sweater,"happy hour, day to day, casual friday, client meeting","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=84561846,,,,,,,,,,
168,Club Monaco,Trisa Button Sweater,CM15.jpg,CM16.jpg,149.5,sweater,"happy hour, day to day, casual friday, client meeting","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=70168386,,,,,,,,,,
169,Club Monaco,Gheraldina Cotton Skirt,CM17.jpg,CM18.jpg,169.5,skirt,"happy hour, day to day, casual friday, client meeting","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=81194506,,,,,,,,,,
170,Club Monaco,Crissi Knit-Panel Dress,CM19.jpg,CM20.jpg,199,"dress, suit","interview, first day, client meeting, big presentation",biz formal,http://www.clubmonaco.com/product/index.jsp?productId=81979886,,,,,,,,,,
171,Club Monaco,Alligra textured sweater,CM21.jpg,CM22.jpg,139.5,sweater,"happy hour, day to day, casual friday, client meeting","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=84561256,,,,,,,,,,
172,Club Monaco,Milancey Cut-Out Dress,CM23.jpg,CM24.jpg,198.5,dress,"happy hour, day to day, casual friday, client meeting","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=63356626,,,,,,,,,,
173,Club Monaco,Keelan Blazer,CM25.jpg,CM26.jpg,298,blazer,"interview, first day, client meeting, big presentation","biz formal, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=81979666,,,,,,,,,,
174,Club Monaco,Dyann demin blazer,CM27.jpg,CM28.jpg,289,blazer,"happy hour, day to day, casual friday, client meeting","Biz casual, smart casual",http://www.clubmonaco.com/product/index.jsp?productId=81979646,,,,,,,,,,
175,Club Monaco,Navonne Quilted Jacket,CM29.jpg,CM30.jpg,179.5,jacket,"happy hour, day to day, casual friday, client meeting","Biz casual, smart casual",http://www.clubmonaco.com/product/index.jsp?productId=82482276,,,,,,,,,,
176,Club Monaco,Mair Blazer,CM31.jpg,CM32.jpg,279,blazer,"interview, first day, client meeting, big presentation","biz formal, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=81979766,,,,,,,,,,
177,Club Monaco,MCQUIRE NEWTON SKINNY,CM33.jpg,CM34.jpg,185,pant,"happy hour, day to day, casual friday","smart casual, tech casual",http://www.clubmonaco.com/product/index.jsp?productId=70169536&prodFindSrc=prodCrossSell&refProd=81979666,,,,,,,,,,
178,Club Monaco,MOTHER HIGH-WAISTED LOOKER,CM35.jpg,CM36.jpg,205,pant,"happy hour, day to day, casual friday","smart casual, tech casual",http://www.clubmonaco.com/product/index.jsp?productId=85866786,,,,,,,,,,
179,Club Monaco,Sensee pant,CM37.jpg,CM38.jpg,179.5,pant,"happy hour, day to day, casual friday","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=82031646,,,,,,,,,,
180,Club Monaco,SONICA JEAN,CM39.jpg,CM40.jpg,149.5,pant,"happy hour, day to day, casual friday","smart casual, tech casual",http://www.clubmonaco.com/product/index.jsp?productId=70169446,,,,,,,,,,
181,Club Monaco,MARTUSKA SOFT TRENCH,CM41.jpg,CM42.jpg,298,coat,"interview, first day, client meeting, big presentation","biz formal, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=81979776,,,,,,,,,,
182,Club Monaco,Sorina lace top,CM43.jpg,CM44.jpg,179.5,top,"happy hour, day to day, casual friday","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=81775666,,,,,,,,,,
183,Club Monaco,Keavy Tiered-lace top,CM45.jpg,CM46.jpg,229,top,"happy hour, day to day, casual friday","smart casual, biz casual",http://www.clubmonaco.com/product/index.jsp?productId=81775506,,,,,,,,,,
184,Club Monaco,DUREI DOUBLE-FACE SHIRT,CM47.jpg,CM48.jpg,159.5,blouse,"happy hour, day to day, casual friday","smart casual, tech casual",http://www.clubmonaco.com/product/index.jsp?productId=81775396,,,,,,,,,,
185,Tahari,Seamed A-Line Dress,TA01.jpg,TA02.jpg,128,dress,"interview, first day, client meeting, big presentation","biz formal, biz casual",http://shop.nordstrom.com/s/tahari-seamed-a-line-dress-regular-petite/3501047?origin=keywordsearch,,,,,,,,,,
186,Tahari,Bi-stretch sheath dress,TA03.jpg,TA04.jpg,128,"dress, suit","interview, first day, client meeting, big presentation",biz formal,http://shop.nordstrom.com/s/taharibi-stretch-sheath-dress/4104576?origin=keywordsearch,,,,,,,,,,
187,Tahari,stripe mixed media fit & flare dress,TA05.jpg,TA05.jpg,148,dress,"happy hour, day to day, casual friday","smart casual, biz casual",http://shop.nordstrom.com/s/ss-bonded-lace-fit-and-flare/4265480?origin=keywordsearch,,,,,,,,,,
188,Tahari,front zip stretch sheath dress,TA06.jpg,TA06.jpg,128,dress,"happy hour, day to day, casual friday","smart casual, biz casual",http://www.dillards.com/p/Tahari-ASL-BiStretch-ZipFront-Sheath-Dress/505802943?cm_mmc=GooglePLAs-_-Tahari-ASL-_-Dresses-_-Tahari-ASL-BiStretch-ZipFront-Sheath-Dress&googleShop=Y&utm_source=google&utm_medium=pla&utm_campaign=Tahari-ASL&gclid=CjwKEAjw_oK4BRDym-SDq-aczicSJAC7UVRtwmxTH0uNdIS_9wM7ghPM9uC_XQ299TCvZ_FAAqLP1xoCsijw_wcB,,,,,,,,,,
189,Tahari,PRINT JACQUARD SHEATH DRESS,TA07.jpg,TA07.jpg,128,dress,"happy hour, day to day, casual friday","smart casual, biz casual",http://shop.nordstrom.com/s/tahari-print-jacquard-sheath-dress/4265471?origin=keywordsearch,,,,,,,,,,
190,J. Crew,PETITE POLKA-DOT TIPPI SWEATER WITH SHOULDER BUTTONS,JC68.jpg,JC69.jpg,98,sweater,"happy hour, day to day, casual friday","smart casual, biz casual",https://www.jcrew.com/womens_special_sizes/petite/sweaters/PRDOVR~F1176/F1176.jsp,,,,,,,,,,
191,J. Crew,DENIM SHIRTDRESS,JC70.jpg,JC71.jpg,138,dress,"happy hour, day to day, casual friday","smart casual, tech casual",https://www.jcrew.com/womens_category/dresses/day/PRDOVR~E7781/E7781.jsp,,,,,,,,,,
193,Banana Republic,Seamed Lapel Long Blazer,BR55.jpg,BR56.jpg,168,blazer,"first day, big presentation, client meeting, day to day","biz casual, biz formal",http://bananarepublic.gap.com/browse/product.do?cid=87056&vid=1&pid=185295002,,,,,,,,,,
194,Club Monaco,Murgatroyd Sweater Dress,CM49.jpg,CM50.jpg,269,dress,"first day, day to day, happy hour, client meeting","biz casual, biz formal",http://www.clubmonaco.com/product/index.jsp?productId=84561666,,,,,,,,,,
195,Ann Taylor,Crepe Shell,AT79.jpg,AT80.jpg,59.5,top,"happy hour, day to day, casual Friday, interview, client meeting","smart casual, biz casual, biz formal",http://www.anntaylor.com/crepe-shell/397878?skuId=20282561&defaultColor=9192&colorExplode=false&catid=cata000010,,,,,,,,,,
196,J. Crew,BELTED DRESS IN BLACK-AND-WHITE TWEED,JC72.jpg,JC73.jpg,168,dress,"happy hour, day to day, casual friday","smart casual, tech casual",https://www.jcrew.com/womens_category/weartoworkshop/dresses/PRDOVR~E8495/E8495.jsp?srccode=SPMGFBMKTNFDPA-US%7CE8495&noPopUp=true,,,,,,,,,,
197,Paige Denim,Transcend - Skyline Skinny Jeans,PD01.jpg,PD02.jpg,179,pant,"happy hour, day to day, casual friday","smart casual, tech casual",http://shop.nordstrom.com/s/paige-denim-transcend-skyline-skinny-jeans-mona/3703191?origin=keywordsearch-personalizedsort&contextualcategoryid=0&fashionColor=&resultback=1186,,,,,,,,,,
198,H&M,Jersey Jacket,HM01.jpg,HM02.jpg,34.99,blazer,"happy hour, day to day, casual friday","smart casual, biz casual",http://www.hm.com/us/product/36497?article=36497-B&cm_mmc=pla-_-us-_-ladies_blazers_kimonos_blazers-_-36497&gclid=CPrNjbnDossCFYEjHwodZOQHBA,,,,,,,,,,
199,Zara,Body Curve five pocket jeggings,Z33.jpg,Z34.jpg,35.9,pant,casual Friday,"smart casual, tech casual",http://www.zara.com/us/en/woman/jeans/body-curve-five-pocket-jeggings-c361514p3184815.html,,,,,,,,,,
200,Zara,Body curve jeggings,Z35.jpg,Z36.jpg,35.9,pant,casual Friday,"smart casual, tech casual",http://www.zara.com/us/en/woman/jeans/body-curve-jeggings-c361514p3184888.html,,,,,,,,,,
201,BCBG,TAYLUR TRIANGLE PRINT BUTTON-UP SHIRT,BCBG19.jpg,BCBG20.jpg,268,top,"happy hour, day to day, casual friday","smart casual, tech casual",http://www.bcbg.com/en/taylur-triangle-print-button-up-shirt/ZAS1W042-E5X.html?dwvar_ZAS1W042-E5X_color=E5X,,,,,,,,,,
202,BCBG,AYLIZA ASYMMETRICAL TOP,BCBG21.jpg,BCBG22.jpg,68.6,top,"happy hour, day to day, casual friday","biz casual, smart casual, tech casual",http://www.bcbg.com/en/ayliza-asymmetrical-top/WCJ1W104-W4Z.html?dwvar_WCJ1W104-W4Z_color=W4Z,,,,,,,,,,
203,BCBG,ZANDRA FAUX-SUEDE PENCIL SKIRT,BCBG23.jpg,BCBG24.jpg,178,skirt,"happy hour, day to day, casual friday","smart casual, tech casual",http://www.bcbg.com/en/zandra-faux-suede-pencil-skirt/QVV3F983-3F7.html?dwvar_QVV3F983-3F7_color=3F7,,,,,,,,,,
204,BCBG,BRIGETTA EMBROIDERED MIDI DRESS,BCBG25.jpg,BCBG26.jpg,348,dress,"first day, client meeting, big presentation, day to day","biz formal, biz casual",http://www.bcbg.com/en/brigetta-embroidered-midi-dress/KUR63H40-019.html?dwvar_KUR63H40-019_color=019,,,,,,,,,,
205,BCBG,DONELLA WRAP-BACK COLOR-BLOCKED TOP,BCBG27.jpg,BCBG28.jpg,158,top,"happy hour, day to day, casual friday","biz casual, smart casual",http://www.bcbg.com/en/donella-wrap-back-color-blocked-top/WQR1T912-003.html?dwvar_WQR1T912-003_color=003,,,,,,,,,,
206,BCBG,EMALEA TRIANGLE PRINT DRESS,BCBG29.jpg,BCBG30.jpg,228,dress,"happy hour, day to day, casual friday","biz casual, smart casual",http://www.bcbg.com/en/emalea-triangle-print-dress/ZAI60H74-Y4O.html?dwvar_ZAI60H74-Y4O_color=Y4O,,,,,,,,,,
207,J. Crew,SCALLOPED TOP WITH GROMMETS,JC74.jpg,JC75.jpg,98,top,"happy hour, day to day, casual friday","biz casual, smart casual, tech casual",https://www.jcrew.com/womens_feature/NewArrivals/topsandblouses/PRDOVR~E8749/E8749.jsp,,,,,,,,,,
208,J. Crew,washed cotton skirt,JC76.jpg,JC77.jpg,98,skirt,"happy hour, day to day, casual friday","smart casual, tech casual",https://www.jcrew.com/womens_feature/NewArrivals/skirts/PRDOVR~E9584/E9584.jsp,,,,,,,,,,
209,J. Crew,SCALLOPED SKIRT WITH GROMMETS,JC78.jpg,JC79.jpg,110,skirt,"happy hour, day to day, casual friday","smart casual, tech casual",https://www.jcrew.com/womens_feature/NewArrivals/skirts/PRDOVR~E9225/E9225.jsp,,,,,,,,,,
210,Ann Taylor,belted pleated skirt,AT81.jpg,AT82.jpg,129,skirt,"happy hour, day to day, casual friday",biz casual,http://www.anntaylor.com/belted-pleated-skirt/388404?skuId=20442095&defaultColor=7798&colorExplode=false&catid=cata000016,,,,,,,,,,
211,Ann Taylor,ruffle sleeve pintuck tee,AT83.jpg,AT84.jpg,79.5,top,"happy hour, day to day, casual friday","biz casual, smart casual",http://www.anntaylor.com/ruffle-sleeve-pintuck-tee/397846?skuId=20546823&defaultColor=7496&colorExplode=false&catid=cata000010,,,,,,,,,,
212,Ann Taylor,SIDE BUTTON SLEEVELESS SWEATER,AT85.jpg,AT86.jpg,79.5,top,"happy hour, day to day, casual friday","smart casual, tech casual",http://www.anntaylor.com/side-button-sleeveless-sweater/388683?skuId=20586683&defaultColor=9580&colorExplode=false&catid=cata000011,,,,,,,,,,
213,Ann Taylor,SIDE BUTTON DRESS,AT87.jpg,AT88.jpg,139,dress,"happy hour, day to day, casual friday","biz casual, smart casual",http://www.anntaylor.com/side-button-dress/387746?skuId=20542665&defaultColor=7941&colorExplode=false&catid=cata000012,,,,,,,,,,
214,Ann Taylor,BELTED CAP SLEEVE DRESS,AT89.jpg,AT90.jpg,139,dress,"happy hour, day to day, casual friday","biz casual, smart casual",http://www.anntaylor.com/belted-cap-sleeve-dress/389683?skuId=20596187&defaultColor=6600&colorExplode=false&catid=cata000012,,,,,,,,,,
215,BCBG,BRENTON DOUBLE-BREASTED CAPELET,BCBG31.jpg,BCBG32.jpg,258,jacket,"client meeting, big presentation","biz formal, biz casual",http://www.bcbg.com/en/brenton-double-breasted-capelet/RND4I386-001.html?dwvar_RND4I386-001_color=001,,,,,,,,,,
216,BCBG,ANDREI SIDE POCKET LEGGING,BCBG33.jpg,BCBG34.jpg,158,pant,"happy hour, day to day, casual friday","smart casual, tech casual",http://www.bcbg.com/en/andrei-side-pocket-legging/FAC2G036-001.html?dwvar_FAC2G036-001_color=001,,,,,,,,,,
217,Banana Republic,Chambray Lightweight Wool Blazer,BR09.jpg,BR43.jpg,198,"blazer, suit","interview, first day, client meeting, big presentation, day to day","biz formal, biz casual",http://bananarepublic.gap.com/browse/product.do?cid=41699&vid=1&pid=724046002,,,,,,,,,,
218,Banana Republic,Ryan-Fit Chambray Lightweight Wool Slim-Straight Pant,BR57.jpg,BR58.jpg,98,"pant, suit","interview, first day, client meeting, big presentation, day to day","biz formal, biz casual",http://bananarepublic.gap.com/browse/product.do?cid=41699&vid=1&pid=174731002,,,,,,,,,,
219,BCBG,CYPRIEN ASYMMETRICAL HIGH-LOW TOP,BCBG35.jpg,BCBG36.jpg,88,top,"happy hour, day to day, casual friday","smart casual, biz casual",http://www.bcbg.com/en/cyprien-asymmetrical-high-low-top/UFE1W818-P2G.html?dwvar_UFE1W818-P2G_color=P2G#q=cyprien&start=1,,,,,,,,,,
220,BCBG,MASON SKINNY PANT,BCBG37.jpg,BCBG38.jpg,118,pant,"happy hour, day to day, casual friday",smart casual,http://www.bcbg.com/en/mason-skinny-pant/FAC2C027-001.html?green=30F9868A-A876-5DA7-0B96-42B23EB40E5C,,,,,,,,,,
221,Banana Republic,Seersucker Layered Dress,BR59.jpg,BR60.jpg,168,dress,"happy hour, day to day, casual friday, networking, panelist","smart casual, tech casual",http://bananarepublic.gap.com/browse/product.do?cid=1054205&vid=1&pid=184218002,,,,,,,,,,
222,Banana Republic,Scalloped Sweater Dress,BR61.jpg,BR62.jpg,128,dress,"happy hour, day to day, casual friday","smart casual, biz casual",http://bananarepublic.gap.com/browse/product.do?cid=1054205&vid=1&pid=185662012,,,,,,,,,,
223,Banana Republic,Gerber Daisy Pencil Skirt,BR63.jpg,BR64.jpg,98,skirt,"happy hour, day to day, casual friday","smart casual, biz casual",http://bananarepublic.gap.com/browse/product.do?cid=1054205&vid=1&pid=184335002,,,,,,,,,,
224,Banana Republic,Black Skinny Ankle Jean,BR65.jpg,BR66.jpg,98,pant,"happy hour, day to day, casual friday","smart casual, tech casual",http://bananarepublic.gap.com/browse/product.do?vid=1&pid=167177002,,,,,,,,,,
225,Ann Taylor,Matte Jersey flutter sleeve top,AT91.jpg,AT92.jpg,59.5,top,"happy hour, day to day, casual friday","smart casual, tech casual, biz casual",http://www.anntaylor.com/matte-jersey-flutter-sleeve-top/389707?skuId=20647629&defaultColor=5383&colorExplode=false&catid=cat70008,,,,,,,,,,
226,Ann Taylor,Chambray tie neck shirt,AT93.jpg,AT94.jpg,79.5,top,"happy hour, day to day, casual friday","smart casual, tech casual",http://www.anntaylor.com/chambray-tie-neck-shirt/398343?skuId=20578503&defaultColor=2746&colorExplode=false&catid=cata000010,,,,,,,,,,
227,Ann Taylor,tweed sheath dress,AT95.jpg,AT96.jpg,139,dress,"first day, client meeting, big presentation, day to day","biz casual, biz formal",http://www.anntaylor.com/tweed-sheath-dress/399336?skuId=20677930&defaultColor=6777&colorExplode=false&catid=cata000012,,,,,,,,,,
228,Ann Taylor,BELTED DRESS,AT97.jpg,AT98.jpg,139,dress,"first day, client meeting, big presentation, day to day, networking, panelist","biz casual, biz formal",http://www.anntaylor.com/belted-dress/398499?skuId=20677442&defaultColor=5391&colorExplode=false&catid=cata000012,,,,,,,,,,
