name,id
Margarita Glasses,margarita-glasses
Martini Glasses,martini-glasses
Tumblers & Water Glasses,tumblers-water-glasses
Wine Glasses,wine-glasses
Flatware,flatware
Flatware Chests,flatware-chests
Flatware Sets,flatware-sets
Serving Pieces,dining-serving
"Cake, Pie & Dessert Servers",serving-cake-pie-dessert
Cheese Boards & Slicers,cheese-boards
Salt & Pepper Shakers,salt-pepper
Serving Bowls,serving-bowls
Serving Dishes,serving-dishes
Serving Utensils,serving-utensils
Trays & Platters,trays-platters
Table Linens,table-linens
Napkin Rings & Holders,napkin-rings-holders
Napkins,napkins
Placemats,placemats
Runners,runners
Tablecloths,tablecloths
Luggage,luggage
Carry-on Luggage,carry-on-luggage
Travel Duffels & Totes,travel-duffels-and-totes
Garment Bags,garment-bags
Laptop Cases,laptop-cases
Luggage Sets,luggage-sets
Rolling Luggage,rolling-luggage
